classifier_a,classifier_b,statistic,p_value,p_holm
"DW-NB(k=15,CV-λ)","DW-NB(k=15,λ=0.5)",1.0,5.4253667582425466e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)","DW-NB(k=30,λ=0.5)",8.0,7.86538191129203e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)","DW-NB(k=5,λ=0.5)",6.0,7.075725805273177e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)",DW-NB(w1-only),9.0,8.291898126584204e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)",DW-NB(w2-only),9.0,8.291898126584204e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)",DW-NB(w3-only),4.0,6.363774575830323e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)",GaussianNB,171.0,1.9080065201795913e-07,4.579215648431019e-06
"DW-NB(k=15,CV-λ)",MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=15,CV-λ)",NB+kNN-Ensemble,2.0,5.7220438533464375e-11,3.394877475813885e-09
"DW-NB(k=15,λ=0.5)","DW-NB(k=30,λ=0.5)",663.0,0.19392967975296338,1.0
"DW-NB(k=15,λ=0.5)","DW-NB(k=5,λ=0.5)",610.0,0.08540744131771244,0.8540744131771244
"DW-NB(k=15,λ=0.5)",DW-NB(w1-only),725.0,0.4199899856669749,1.0
"DW-NB(k=15,λ=0.5)",DW-NB(w2-only),746.0,0.5224396723947882,1.0
"DW-NB(k=15,λ=0.5)",DW-NB(w3-only),795.0,0.8023754193972706,1.0
"DW-NB(k=15,λ=0.5)",GaussianNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=15,λ=0.5)",MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=15,λ=0.5)",NB+kNN-Ensemble,283.0,1.5729217930852355e-05,0.0003460427944787518
"DW-NB(k=30,λ=0.5)","DW-NB(k=5,λ=0.5)",599.0,0.07067892751486882,0.8334020323223559
"DW-NB(k=30,λ=0.5)",DW-NB(w1-only),618.0,0.09760525087409512,0.8784472578668561
"DW-NB(k=30,λ=0.5)",DW-NB(w2-only),815.0,0.9271986835493116,1.0
"DW-NB(k=30,λ=0.5)",DW-NB(w3-only),726.0,0.42458421419288206,1.0
"DW-NB(k=30,λ=0.5)",GaussianNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=30,λ=0.5)",MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=30,λ=0.5)",NB+kNN-Ensemble,420.0,0.0012390843472713257,0.022303518250883864
"DW-NB(k=5,λ=0.5)",DW-NB(w1-only),570.0,0.04155534608624437,0.5817748452074212
"DW-NB(k=5,λ=0.5)",DW-NB(w2-only),484.0,0.006503874988731879,0.10793679738619932
"DW-NB(k=5,λ=0.5)",DW-NB(w3-only),483.0,0.006349223375658784,0.10793679738619932
"DW-NB(k=5,λ=0.5)",GaussianNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=5,λ=0.5)",MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
"DW-NB(k=5,λ=0.5)",NB+kNN-Ensemble,279.0,1.3613664513326186e-05,0.00031311428380650225
DW-NB(w1-only),DW-NB(w2-only),588.0,0.058101393959230474,0.7553181214699962
DW-NB(w1-only),DW-NB(w3-only),734.0,0.46238106189147565,1.0
DW-NB(w1-only),GaussianNB,0.0,5.143753751233159e-11,3.394877475813885e-09
DW-NB(w1-only),MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
DW-NB(w1-only),NB+kNN-Ensemble,348.0,0.00014365906371302395,0.002873181274260479
DW-NB(w2-only),DW-NB(w3-only),598.0,0.06945016936019632,0.8334020323223559
DW-NB(w2-only),GaussianNB,0.0,5.143753751233159e-11,3.394877475813885e-09
DW-NB(w2-only),MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
DW-NB(w2-only),NB+kNN-Ensemble,351.0,0.00015812687056613415,0.003004410540756549
DW-NB(w3-only),GaussianNB,0.0,5.143753751233159e-11,3.394877475813885e-09
DW-NB(w3-only),MultinomialNB,0.0,5.143753751233159e-11,3.394877475813885e-09
DW-NB(w3-only),NB+kNN-Ensemble,308.0,3.7954650596054484e-05,0.0007970476625171442
GaussianNB,MultinomialNB,16.0,1.1979575134576604e-10,3.394877475813885e-09
GaussianNB,NB+kNN-Ensemble,1.0,5.4253667582425466e-11,3.394877475813885e-09
MultinomialNB,NB+kNN-Ensemble,0.0,5.143753751233159e-11,3.394877475813885e-09
